Gm#,Date,,HomeTeam,AwayTeam,W/L,R,RA,Inn,HomeWL,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,HomeStreak,Orig. Scheduled,HomeGame,Index,year
81,202306280,preview,NYM,MIL,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1205,2023
78,202306280,preview,CHC,PHI,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1206,2023
82,202306290,preview,ARI,TBR,3:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1207,2023
82,202306290,preview,TOR,SFG,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1208,2023
82,202306290,preview,BOS,MIA,6:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1209,2023
80,202306290,preview,STL,HOU,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1210,2023
80,202306290,preview,PIT,SDP,12:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1211,2023
82,202306290,preview,NYM,MIL,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1212,2023
83,202306290,preview,LAA,CHW,4:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1213,2023
83,202306290,preview,COL,LAD,8:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1214,2023
81,202306290,preview,TEX,DET,2:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1215,2023
79,202306290,preview,CHC,PHI,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1216,2023
81,202306290,preview,KCR,CLE,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1217,2023
83,202306290,preview,OAK,NYY,3:37 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1218,2023
82,202306300,preview,PHI,WSN,6:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1219,2023
80,202306300,preview,SEA,TBR,10:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1220,2023
81,202306300,preview,PIT,MIL,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1221,2023
82,202306300,preview,KCR,LAD,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1222,2023
84,202306300,preview,COL,DET,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1223,2023
81,202306300,preview,STL,NYY,8:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1224,2023
84,202306300,preview,LAA,ARI,9:38 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1225,2023
82,202306300,preview,CIN,SDP,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1226,2023
84,202306300,preview,OAK,CHW,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1227,2023
83,202306300,preview,ATL,MIA,7:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1228,2023
83,202306300,preview,NYM,SFG,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1229,2023
83,202306300,preview,TOR,BOS,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1230,2023
80,202306300,preview,BAL,MIN,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1231,2023
80,202306300,preview,CHC,CLE,2:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1232,2023
82,202306300,preview,TEX,HOU,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1233,2023
83,202307010,preview,TEX,HOU,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1234,2023
82,202307010,preview,PIT,MIL,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1235,2023
83,202307010,preview,CIN,SDP,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1236,2023
85,202307010,preview,LAA,ARI,10:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1237,2023
81,202307010,preview,CHC,CLE,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1238,2023
84,202307010,preview,NYM,SFG,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1239,2023
81,202307010,preview,SEA,TBR,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1240,2023
84,202307010,preview,ATL,MIA,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1241,2023
82,202307010,preview,STL,NYY,2:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1242,2023
85,202307010,preview,COL,DET,9:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1243,2023
83,202307010,preview,PHI,WSN,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1244,2023
81,202307010,preview,BAL,MIN,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1245,2023
83,202307010,preview,KCR,LAD,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1246,2023
84,202307010,preview,TOR,BOS,3:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1247,2023
85,202307010,preview,OAK,CHW,4:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1248,2023
86,202307020,preview,LAA,ARI,4:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1249,2023
82,202307020,preview,CHC,CLE,2:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1250,2023
86,202307020,preview,OAK,CHW,4:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1251,2023
83,202307020,preview,PIT,MIL,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1252,2023
84,202307020,preview,PHI,WSN,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1253,2023
85,202307020,preview,TOR,BOS,1:37 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1254,2023
85,202307020,preview,ATL,MIA,1:30 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1255,2023
83,202307020,preview,STL,NYY,2:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1256,2023
84,202307020,preview,CIN,SDP,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1257,2023
84,202307020,preview,KCR,LAD,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1258,2023
85,202307020,preview,NYM,SFG,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1259,2023
82,202307020,preview,SEA,TBR,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1260,2023
86,202307020,preview,COL,DET,3:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1261,2023
84,202307020,preview,TEX,HOU,2:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1262,2023
82,202307020,preview,BAL,MIN,12:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1263,2023
86,202307030,preview,SFG,SEA,9:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1264,2023
84,202307030,preview,WSN,CIN,6:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1265,2023
84,202307030,preview,CLE,ATL,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1266,2023
85,202307030,preview,NYY,BAL,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1267,2023
85,202307030,preview,MIL,CHC,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1268,2023
85,202307030,preview,SDP,LAA,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1269,2023
85,202307030,preview,TEX,HOU,2:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1270,2023
84,202307030,preview,LAD,PIT,10:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1271,2023
86,202307030,preview,MIA,STL,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1272,2023
86,202307030,preview,MIN,KCR,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1273,2023
86,202307040,preview,ARI,NYM,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1274,2023
86,202307040,preview,SDP,LAA,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1275,2023
87,202307040,preview,MIN,KCR,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1276,2023
87,202307040,preview,SFG,SEA,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1277,2023
86,202307040,preview,NYY,BAL,1:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1278,2023
87,202307040,preview,CHW,TOR,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1279,2023
88,202307040,preview,TBR,PHI,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1280,2023
85,202307040,preview,LAD,PIT,9:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1281,2023
85,202307040,preview,DET,OAK,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1282,2023
87,202307040,preview,MIA,STL,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1283,2023
86,202307040,preview,BOS,TEX,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1284,2023
86,202307040,preview,MIL,CHC,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1285,2023
85,202307040,preview,CLE,ATL,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1286,2023
85,202307040,preview,WSN,CIN,11:05 am,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1287,2023
86,202307040,preview,HOU,COL,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1288,2023
86,202307050,preview,LAD,PIT,10:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1289,2023
89,202307050,preview,TBR,PHI,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1290,2023
87,202307050,preview,NYY,BAL,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1291,2023
87,202307050,preview,SDP,LAA,8:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1292,2023
86,202307050,preview,WSN,CIN,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1293,2023
87,202307050,preview,MIL,CHC,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1294,2023
87,202307050,preview,HOU,COL,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1295,2023
88,202307050,preview,MIN,KCR,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1296,2023
87,202307050,preview,BOS,TEX,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1297,2023
88,202307050,preview,MIA,STL,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1298,2023
88,202307050,preview,SFG,SEA,9:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1299,2023
86,202307050,preview,DET,OAK,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1300,2023
87,202307050,preview,ARI,NYM,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1301,2023
88,202307050,preview,CHW,TOR,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1302,2023
86,202307050,preview,CLE,ATL,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1303,2023
88,202307060,preview,MIL,CHC,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1304,2023
88,202307060,preview,BOS,TEX,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1305,2023
89,202307060,preview,CHW,TOR,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1306,2023
90,202307060,preview,TBR,PHI,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1307,2023
88,202307060,preview,ARI,NYM,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1308,2023
87,202307060,preview,CLE,KCR,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1309,2023
89,202307060,preview,MIA,STL,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1310,2023
87,202307060,preview,LAD,PIT,10:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1311,2023
87,202307060,preview,WSN,CIN,1:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1312,2023
88,202307060,preview,HOU,SEA,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1313,2023
87,202307060,preview,DET,OAK,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1314,2023
88,202307060,preview,NYY,BAL,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1315,2023
88,202307070,preview,WSN,TEX,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1316,2023
89,202307070,preview,NYY,CHC,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1317,2023
88,202307070,preview,CLE,KCR,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1318,2023
89,202307070,preview,BOS,OAK,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1319,2023
90,202307070,preview,CHW,STL,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1320,2023
88,202307070,preview,SDP,NYM,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1321,2023
90,202307070,preview,MIA,PHI,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1322,2023
89,202307070,preview,SFG,COL,10:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1323,2023
89,202307070,preview,MIN,BAL,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1324,2023
89,202307070,preview,HOU,SEA,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1325,2023
91,202307070,preview,TBR,ATL,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1326,2023
89,202307070,preview,ARI,PIT,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1327,2023
89,202307070,preview,MIL,CIN,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1328,2023
88,202307070,preview,LAD,LAA,10:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1329,2023
88,202307070,preview,DET,TOR,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1330,2023
90,202307080,preview,HOU,SEA,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1331,2023
89,202307080,preview,DET,TOR,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1332,2023
89,202307080,preview,SDP,NYM,10:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1333,2023
91,202307080,preview,CHW,STL,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1334,2023
90,202307080,preview,NYY,CHC,1:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1335,2023
90,202307080,preview,BOS,OAK,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1336,2023
89,202307080,preview,CLE,KCR,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1337,2023
89,202307080,preview,LAD,LAA,9:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1338,2023
92,202307080,preview,TBR,ATL,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1339,2023
90,202307080,preview,SFG,COL,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1340,2023
90,202307080,preview,MIN,BAL,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1341,2023
91,202307080,preview,MIA,PHI,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1342,2023
90,202307080,preview,ARI,PIT,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1343,2023
90,202307080,preview,MIL,CIN,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1344,2023
89,202307080,preview,WSN,TEX,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1345,2023
92,202307090,preview,MIA,PHI,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1346,2023
91,202307090,preview,BOS,OAK,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1347,2023
90,202307090,preview,WSN,TEX,12:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1348,2023
91,202307090,preview,NYY,CHC,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1349,2023
90,202307090,preview,CLE,KCR,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1350,2023
90,202307090,preview,SDP,NYM,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1351,2023
91,202307090,preview,SFG,COL,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1352,2023
90,202307090,preview,DET,TOR,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1353,2023
91,202307090,preview,HOU,SEA,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1354,2023
91,202307090,preview,MIL,CIN,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1355,2023
91,202307090,preview,MIN,BAL,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1356,2023
93,202307090,preview,TBR,ATL,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1357,2023
92,202307090,preview,CHW,STL,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1358,2023
91,202307090,preview,ARI,PIT,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1359,2023
90,202307140,preview,SEA,DET,10:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1360,2023
92,202307140,preview,ATL,CHW,7:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1361,2023
92,202307140,preview,TEX,CLE,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1362,2023
90,202307140,preview,BAL,MIA,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1363,2023
92,202307140,preview,KCR,TBR,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1364,2023
93,202307140,preview,OAK,MIN,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1365,2023
92,202307140,preview,CIN,MIL,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1366,2023
90,202307140,preview,CHC,BOS,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1367,2023
91,202307140,preview,PHI,SDP,6:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1368,2023
92,202307140,preview,COL,NYY,8:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1369,2023
91,202307140,preview,PIT,SFG,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1370,2023
92,202307140,preview,TOR,ARI,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1371,2023
92,202307140,preview,NYM,LAD,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1372,2023
91,202307140,preview,STL,WSN,8:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1373,2023
92,202307140,preview,LAA,HOU,9:38 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1374,2023
91,202307150,preview,CHC,BOS,2:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1375,2023
93,202307150,preview,COL,NYY,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1376,2023
93,202307150,preview,KCR,TBR,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1377,2023
93,202307150,preview,CIN,MIL,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1378,2023
93,202307150,preview,ATL,CHW,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1379,2023
93,202307150,preview,LAA,HOU,9:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1380,2023
93,202307150,preview,NYM,LAD,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1381,2023
91,202307150,preview,SEA,DET,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1382,2023
93,202307150,preview,TOR,ARI,3:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1383,2023
92,202307150,preview,STL,WSN,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1384,2023
94,202307150,preview,OAK,MIN,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1385,2023
92,202307150,preview,PIT,SFG,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1386,2023
93,202307150,preview,TEX,CLE,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1387,2023
91,202307150,preview,BAL,MIA,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1388,2023
92,202307151,preview,PHI,SDP,1:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1389,2023
93,202307152,preview,PHI,SDP,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1390,2023
92,202307160,preview,CHC,BOS,2:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1391,2023
94,202307160,preview,PHI,SDP,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1392,2023
94,202307160,preview,CIN,MIL,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1393,2023
94,202307160,preview,LAA,HOU,4:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1394,2023
94,202307160,preview,TOR,ARI,1:37 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1395,2023
93,202307160,preview,STL,WSN,2:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1396,2023
94,202307160,preview,COL,NYY,3:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1397,2023
93,202307160,preview,PIT,SFG,12:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1398,2023
94,202307160,preview,NYM,LAD,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1399,2023
92,202307160,preview,SEA,DET,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1400,2023
94,202307160,preview,TEX,CLE,2:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1401,2023
94,202307160,preview,KCR,TBR,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1402,2023
92,202307160,preview,BAL,MIA,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1403,2023
94,202307160,preview,ATL,CHW,1:30 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1404,2023
95,202307160,preview,OAK,MIN,4:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1405,2023
93,202307170,preview,CHC,WSN,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1406,2023
94,202307170,preview,PIT,CLE,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1407,2023
95,202307170,preview,TEX,TBR,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1408,2023
95,202307170,preview,KCR,DET,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1409,2023
94,202307170,preview,STL,MIA,7:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1410,2023
93,202307170,preview,BAL,LAD,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1411,2023
95,202307170,preview,LAA,NYY,9:38 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1412,2023
93,202307170,preview,SEA,MIN,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1413,2023
95,202307170,preview,CIN,SFG,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1414,2023
96,202307170,preview,OAK,BOS,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1415,2023
95,202307180,preview,STL,MIA,7:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1416,2023
95,202307180,preview,PHI,MIL,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1417,2023
94,202307180,preview,BAL,LAD,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1418,2023
95,202307180,preview,ATL,ARI,7:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1419,2023
95,202307180,preview,NYM,CHW,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1420,2023
95,202307180,preview,COL,HOU,8:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1421,2023
95,202307180,preview,PIT,CLE,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1422,2023
97,202307180,preview,OAK,BOS,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1423,2023
96,202307180,preview,TEX,TBR,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1424,2023
94,202307180,preview,CHC,WSN,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1425,2023
96,202307180,preview,KCR,DET,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1426,2023
95,202307180,preview,TOR,SDP,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1427,2023
94,202307180,preview,SEA,MIN,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1428,2023
96,202307180,preview,CIN,SFG,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1429,2023
96,202307180,preview,LAA,NYY,9:38 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1430,2023
97,202307190,preview,CIN,SFG,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1431,2023
97,202307190,preview,LAA,NYY,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1432,2023
97,202307190,preview,KCR,DET,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1433,2023
96,202307190,preview,ATL,ARI,7:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1434,2023
98,202307190,preview,OAK,BOS,3:37 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1435,2023
96,202307190,preview,STL,MIA,2:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1436,2023
97,202307190,preview,TEX,TBR,2:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1437,2023
95,202307190,preview,BAL,LAD,1:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1438,2023
95,202307190,preview,CHC,WSN,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1439,2023
96,202307190,preview,TOR,SDP,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,1440,2023
