Gm#,Date,,HomeTeam,AwayTeam,W/L,R,RA,Inn,HomeWL,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,HomeStreak,Orig. Scheduled,HomeGame,Index,year
35,202305070,preview,STL,DET,2:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,507,2023
35,202305070,preview,PHI,BOS,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,508,2023
34,202305070,preview,ARI,WSN,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,509,2023
35,202305070,preview,SDP,LAD,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,510,2023
35,202305070,preview,KCR,OAK,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,511,2023
36,202305070,preview,NYM,COL,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,512,2023
34,202305070,preview,SEA,HOU,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,513,2023
35,202305070,preview,TBR,NYY,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,514,2023
35,202305070,preview,LAA,TEX,4:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,515,2023
34,202305070,preview,CIN,CHW,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,516,2023
36,202305070,preview,ATL,BAL,11:35 am,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,517,2023
35,202305070,preview,PIT,TOR,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,518,2023
34,202305070,preview,CLE,MIN,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,519,2023
36,202305080,preview,NYY,OAK,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,520,2023
35,202305080,preview,CLE,DET,6:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,521,2023
35,202305080,preview,SFG,WSN,9:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,522,2023
35,202305080,preview,MIL,LAD,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,523,2023
36,202305080,preview,KCR,CHW,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,524,2023
35,202305080,preview,BAL,TBR,6:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,525,2023
35,202305080,preview,CHC,STL,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,526,2023
36,202305080,preview,LAA,HOU,9:38 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,527,2023
35,202305080,preview,ARI,MIA,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,528,2023
35,202305080,preview,SEA,TEX,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,529,2023
36,202305080,preview,PIT,COL,6:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,530,2023
36,202305090,preview,CLE,DET,6:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,531,2023
37,202305090,preview,PIT,COL,6:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,532,2023
36,202305090,preview,PHI,TOR,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,533,2023
37,202305090,preview,ATL,BOS,7:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,534,2023
36,202305090,preview,BAL,TBR,6:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,535,2023
36,202305090,preview,SFG,WSN,9:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,536,2023
37,202305090,preview,LAA,HOU,9:38 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,537,2023
35,202305090,preview,CIN,NYM,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,538,2023
36,202305090,preview,SEA,TEX,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,539,2023
36,202305090,preview,MIN,SDP,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,540,2023
37,202305090,preview,NYY,OAK,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,541,2023
36,202305090,preview,CHC,STL,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,542,2023
37,202305090,preview,KCR,CHW,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,543,2023
36,202305090,preview,ARI,MIA,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,544,2023
36,202305090,preview,MIL,LAD,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,545,2023
37,202305100,preview,MIN,SDP,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,546,2023
38,202305100,preview,LAA,HOU,4:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,547,2023
38,202305100,preview,ATL,BOS,7:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,548,2023
36,202305100,preview,CIN,NYM,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,549,2023
37,202305100,preview,ARI,MIA,3:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,550,2023
37,202305100,preview,CLE,DET,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,551,2023
38,202305100,preview,NYY,OAK,12:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,552,2023
38,202305100,preview,PIT,COL,12:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,553,2023
37,202305100,preview,SEA,TEX,3:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,554,2023
37,202305100,preview,BAL,TBR,6:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,555,2023
38,202305100,preview,KCR,CHW,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,556,2023
37,202305100,preview,PHI,TOR,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,557,2023
37,202305100,preview,CHC,STL,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,558,2023
37,202305100,preview,MIL,LAD,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,559,2023
37,202305100,preview,SFG,WSN,3:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,560,2023
38,202305110,preview,ARI,SFG,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,561,2023
39,202305110,preview,KCR,CHW,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,562,2023
38,202305110,preview,MIN,SDP,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,563,2023
39,202305110,preview,NYY,TBR,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,564,2023
37,202305110,preview,CIN,NYM,12:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,565,2023
39,202305110,preview,OAK,TEX,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,566,2023
38,202305120,preview,DET,SEA,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,567,2023
38,202305120,preview,BAL,PIT,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,568,2023
39,202305120,preview,LAD,SDP,10:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,569,2023
38,202305120,preview,TOR,ATL,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,570,2023
39,202305120,preview,BOS,STL,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,571,2023
38,202305120,preview,WSN,NYM,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,572,2023
39,202305120,preview,COL,PHI,8:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,573,2023
38,202305120,preview,CLE,LAA,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,574,2023
40,202305120,preview,OAK,TEX,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,575,2023
39,202305120,preview,MIN,CHC,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,576,2023
40,202305120,preview,NYY,TBR,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,577,2023
38,202305120,preview,MIL,KCR,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,578,2023
39,202305120,preview,ARI,SFG,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,579,2023
39,202305120,preview,MIA,CIN,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,580,2023
40,202305120,preview,CHW,HOU,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,581,2023
40,202305130,preview,LAD,SDP,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,582,2023
40,202305130,preview,BOS,STL,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,583,2023
40,202305130,preview,MIN,CHC,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,584,2023
39,202305130,preview,WSN,NYM,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,585,2023
40,202305130,preview,MIA,CIN,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,586,2023
41,202305130,preview,OAK,TEX,4:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,587,2023
40,202305130,preview,COL,PHI,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,588,2023
39,202305130,preview,TOR,ATL,3:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,589,2023
39,202305130,preview,BAL,PIT,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,590,2023
39,202305130,preview,MIL,KCR,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,591,2023
39,202305130,preview,DET,SEA,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,592,2023
41,202305130,preview,NYY,TBR,1:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,593,2023
40,202305130,preview,ARI,SFG,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,594,2023
39,202305130,preview,CLE,LAA,6:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,595,2023
41,202305130,preview,CHW,HOU,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,596,2023
41,202305140,preview,MIN,CHC,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,597,2023
42,202305140,preview,OAK,TEX,4:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,598,2023
41,202305140,preview,MIA,CIN,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,599,2023
40,202305140,preview,CLE,LAA,11:35 am,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,600,2023
40,202305140,preview,WSN,NYM,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,601,2023
41,202305140,preview,BOS,STL,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,602,2023
41,202305140,preview,COL,PHI,3:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,603,2023
41,202305140,preview,LAD,SDP,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,604,2023
42,202305140,preview,CHW,HOU,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,605,2023
40,202305140,preview,BAL,PIT,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,606,2023
41,202305140,preview,ARI,SFG,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,607,2023
40,202305140,preview,DET,SEA,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,608,2023
42,202305140,preview,NYY,TBR,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,609,2023
40,202305140,preview,TOR,ATL,1:37 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,610,2023
40,202305140,preview,MIL,KCR,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,611,2023
42,202305150,preview,SDP,KCR,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,612,2023
42,202305150,preview,LAD,MIN,10:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,613,2023
42,202305150,preview,STL,MIL,7:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,614,2023
41,202305150,preview,WSN,NYM,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,615,2023
41,202305150,preview,HOU,CHC,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,616,2023
41,202305150,preview,BAL,LAA,6:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,617,2023
43,202305150,preview,OAK,ARI,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,618,2023
41,202305150,preview,TOR,NYY,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,619,2023
42,202305150,preview,SFG,PHI,9:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,620,2023
42,202305150,preview,COL,CIN,8:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,621,2023
42,202305150,preview,BOS,SEA,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,622,2023
41,202305150,preview,TEX,ATL,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,623,2023
43,202305160,preview,STL,MIL,7:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,624,2023
43,202305160,preview,BOS,SEA,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,625,2023
44,202305160,preview,OAK,ARI,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,626,2023
41,202305160,preview,DET,PIT,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,627,2023
42,202305160,preview,BAL,LAA,6:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,628,2023
43,202305160,preview,COL,CIN,8:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,629,2023
42,202305160,preview,MIA,WSN,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,630,2023
42,202305160,preview,HOU,CHC,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,631,2023
43,202305160,preview,SFG,PHI,9:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,632,2023
43,202305160,preview,LAD,MIN,10:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,633,2023
42,202305160,preview,TEX,ATL,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,634,2023
43,202305160,preview,CHW,CLE,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,635,2023
44,202305160,preview,NYM,TBR,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,636,2023
42,202305160,preview,TOR,NYY,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,637,2023
43,202305160,preview,SDP,KCR,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,638,2023
45,202305170,preview,OAK,ARI,3:37 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,639,2023
45,202305170,preview,NYM,TBR,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,640,2023
43,202305170,preview,TOR,NYY,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,641,2023
44,202305170,preview,CHW,CLE,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,642,2023
44,202305170,preview,LAD,MIN,3:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,643,2023
43,202305170,preview,MIA,WSN,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,644,2023
43,202305170,preview,HOU,CHC,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,645,2023
44,202305170,preview,SDP,KCR,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,646,2023
44,202305170,preview,COL,CIN,3:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,647,2023
43,202305170,preview,BAL,LAA,6:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,648,2023
44,202305170,preview,STL,MIL,7:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,649,2023
44,202305170,preview,BOS,SEA,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,650,2023
43,202305170,preview,TEX,ATL,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,651,2023
44,202305170,preview,SFG,PHI,3:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,652,2023
42,202305170,preview,DET,PIT,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,653,2023
45,202305180,preview,CHW,CLE,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,654,2023
44,202305180,preview,MIA,WSN,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,655,2023
44,202305180,preview,BAL,LAA,12:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,656,2023
44,202305180,preview,TOR,NYY,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,657,2023
45,202305180,preview,STL,LAD,7:45 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,658,2023
46,202305180,preview,NYM,TBR,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,659,2023
44,202305190,preview,TEX,COL,8:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,660,2023
45,202305190,preview,WSN,DET,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,661,2023
46,202305190,preview,LAA,MIN,9:38 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,662,2023
45,202305190,preview,SFG,MIA,10:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,663,2023
45,202305190,preview,TOR,BAL,7:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,664,2023
45,202305190,preview,SDP,BOS,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,665,2023
47,202305190,preview,NYM,CLE,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,666,2023
44,202305190,preview,PHI,CHC,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,667,2023
44,202305190,preview,PIT,ARI,6:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,668,2023
46,202305190,preview,STL,LAD,8:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,669,2023
44,202305190,preview,CIN,NYY,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,670,2023
44,202305190,preview,HOU,OAK,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,671,2023
45,202305190,preview,ATL,SEA,7:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,672,2023
46,202305190,preview,CHW,KCR,8:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,673,2023
46,202305190,preview,TBR,MIL,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,674,2023
47,202305200,preview,TBR,MIL,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,675,2023
45,202305200,preview,PHI,CHC,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,676,2023
46,202305200,preview,WSN,DET,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,677,2023
46,202305200,preview,TOR,BAL,3:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,678,2023
48,202305200,preview,NYM,CLE,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,679,2023
46,202305200,preview,ATL,SEA,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,680,2023
46,202305200,preview,SFG,MIA,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,681,2023
47,202305200,preview,STL,LAD,7:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,682,2023
47,202305200,preview,LAA,MIN,10:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,683,2023
45,202305200,preview,TEX,COL,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,684,2023
47,202305200,preview,CHW,KCR,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,685,2023
46,202305200,preview,SDP,BOS,10:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,686,2023
45,202305200,preview,PIT,ARI,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,687,2023
45,202305200,preview,CIN,NYY,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,688,2023
45,202305200,preview,HOU,OAK,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,689,2023
46,202305210,preview,HOU,OAK,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,690,2023
47,202305210,preview,SDP,BOS,4:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,691,2023
46,202305210,preview,PHI,CHC,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,692,2023
46,202305210,preview,CIN,NYY,11:35 am,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,693,2023
48,202305210,preview,STL,LAD,2:15 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,694,2023
47,202305210,preview,SFG,MIA,4:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,695,2023
48,202305210,preview,LAA,MIN,4:07 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,696,2023
49,202305210,preview,NYM,CLE,7:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,697,2023
47,202305210,preview,TOR,BAL,1:37 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,698,2023
48,202305210,preview,TBR,MIL,1:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,699,2023
46,202305210,preview,TEX,COL,2:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,700,2023
47,202305210,preview,WSN,DET,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,701,2023
46,202305210,preview,PIT,ARI,1:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,702,2023
48,202305210,preview,CHW,KCR,2:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,703,2023
47,202305210,preview,ATL,SEA,1:30 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,704,2023
47,202305220,preview,CIN,STL,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,705,2023
48,202305220,preview,ATL,LAD,7:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,706,2023
47,202305220,preview,PIT,TEX,6:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,707,2023
49,202305220,preview,TBR,TOR,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,708,2023
47,202305220,preview,PHI,ARI,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,709,2023
49,202305220,preview,LAA,BOS,9:38 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,710,2023
48,202305220,preview,COL,MIA,8:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,711,2023
47,202305220,preview,MIL,HOU,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,712,2023
49,202305220,preview,KCR,DET,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,713,2023
47,202305220,preview,SEA,OAK,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,714,2023
48,202305220,preview,MIN,SFG,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,715,2023
47,202305220,preview,CLE,CHW,6:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,716,2023
50,202305230,preview,TBR,TOR,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,717,2023
48,202305230,preview,PIT,TEX,6:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,718,2023
48,202305230,preview,SEA,OAK,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,719,2023
49,202305230,preview,MIN,SFG,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,720,2023
47,202305230,preview,CHC,NYM,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,721,2023
48,202305230,preview,WSN,SDP,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,722,2023
49,202305230,preview,ATL,LAD,7:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,723,2023
48,202305230,preview,MIL,HOU,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,724,2023
50,202305230,preview,KCR,DET,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,725,2023
48,202305230,preview,PHI,ARI,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,726,2023
49,202305230,preview,COL,MIA,8:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,727,2023
48,202305230,preview,CLE,CHW,6:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,728,2023
48,202305230,preview,CIN,STL,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,729,2023
50,202305230,preview,LAA,BOS,9:38 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,730,2023
50,202305230,preview,NYY,BAL,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,731,2023
48,202305240,preview,CHC,NYM,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,732,2023
49,202305240,preview,PIT,TEX,12:35 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,733,2023
49,202305240,preview,CIN,STL,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,734,2023
50,202305240,preview,ATL,LAD,7:20 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,735,2023
51,202305240,preview,NYY,BAL,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,736,2023
49,202305240,preview,MIL,HOU,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,737,2023
51,202305240,preview,TBR,TOR,6:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,738,2023
49,202305240,preview,WSN,SDP,7:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,739,2023
50,202305240,preview,MIN,SFG,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,740,2023
49,202305240,preview,CLE,CHW,1:10 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,741,2023
51,202305240,preview,LAA,BOS,9:38 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,742,2023
49,202305240,preview,PHI,ARI,1:05 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,743,2023
51,202305240,preview,KCR,DET,7:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,744,2023
49,202305240,preview,SEA,OAK,9:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,745,2023
50,202305240,preview,COL,MIA,8:40 pm,"Game Preview, and Matchups",,,,,,,,,,,,,,,True,746,2023
